,date,link,speaker,tag,time duration,title,view
2633,2020-06-03,https://www.ted.com/talks/megan_ming_francis_we_need_to_address_the_real_roots_of_racial_violence,Megan Ming Francis,"['global issues', 'race', 'social change', 'inequality', 'violence']",19:38,We need to address the real roots of racial violence,1202743
2634,2020-10-10,https://www.ted.com/talks/johan_rockstrom_10_years_to_transform_the_future_of_humanity_or_destabilize_the_planet,Johan Rockström,"['Countdown', 'climate change', 'environment', 'nature', 'science', 'leadership']", 7:34,10 years to transform the future of humanity — or destabilize the planet,1202678
2635,2017-11-10,https://www.ted.com/talks/victoria_pratt_how_judges_can_show_respect,Victoria Pratt,"['innovation', 'communication', 'criminal justice', 'justice system', 'law', 'humanity', 'social change', 'society', 'culture', 'compassion', 'big problems']",16:03,How judges can show respect,1202490
2636,2011-10-06,https://www.ted.com/talks/mike_biddle_we_can_recycle_plastic,Mike Biddle,"['business', 'global issues', 'green', 'plastic', 'technology']",10:58,We can recycle plastic,1202489
2637,2012-09-30,https://www.ted.com/talks/vicki_arroyo_let_s_prepare_for_our_new_climate,Vicki Arroyo,"['cities', 'climate change', 'global issues', 'weather']",14:36,Let's prepare for our new climate,1202428
2638,,https://www.ted.com/talks/sethembile_msezane_living_sculptures_that_stand_for_history_s_truths,Sethembile Msezane,[],13:15,Living sculptures that stand for history's truths,
2639,,https://www.ted.com/talks/jamil_abu_wardeh_the_axis_of_evil_middle_east_comedy_tour,Jamil Abu-Wardeh,[], 8:59,The Axis of Evil Middle East Comedy Tour,
2640,2018-05-22,https://www.ted.com/talks/michael_rain_what_it_s_like_to_be_the_child_of_immigrants,Michael Rain,"['Africa', 'community', 'humanity', 'diversity', 'identity', 'immigration', 'TED Residency', 'social change', 'society']", 8:01,What it's like to be the child of immigrants,1200935
2641,2013-01-17,https://www.ted.com/talks/richard_weller_could_the_sun_be_good_for_your_heart,Richard Weller,"['TEDx', 'biology', 'chemistry', 'disease', 'health', 'heart health', 'medicine', 'science', 'health care', 'medical research', 'environment', 'illness', 'physiology', 'Nobel Prize', 'molecular biology']",12:59,Could the sun be good for your heart?,1200400
2642,2019-11-11,https://www.ted.com/talks/dorsa_amir_why_do_humans_have_a_third_eyelid,Dorsa Amir,"['animals', 'TED-Ed', 'animation', 'education', 'evolution', 'science', 'human origins', 'history', 'physiology', 'human body', 'biology']", 4:15,Why do humans have a third eyelid?,1200382
2643,2018-06-25,https://www.ted.com/talks/joelle_rabow_maletis_the_psychology_of_post_traumatic_stress_disorder,Joelle Rabow Maletis,"['PTSD', 'TED-Ed', 'psychology', 'mental health', 'depression']", 5:10,The psychology of post-traumatic stress disorder,1199791
2644,,https://www.ted.com/talks/celine_valery_the_dangers_of_mixing_drugs,Céline Valéry,[], 4:45,The dangers of mixing drugs,
2645,2020-09-21,https://www.ted.com/talks/xiye_bastida_if_you_adults_won_t_save_the_world_we_will,Xiye Bastida,"['climate change', 'youth', 'activism', 'environment', 'social change', 'politics', 'pollution']", 8:37,"If you adults won't save the world, we will",1199496
2646,2016-01-12,https://www.ted.com/talks/melvin_russell_i_love_being_a_police_officer_but_we_need_reform,Melvin Russell,"['TEDx', 'big problems', 'community', 'crime', 'faith', 'law', 'peace', 'policy', 'security', 'society', 'violence', 'justice system']",13:07,"I love being a police officer, but we need reform",1198609
2647,2011-06-16,https://www.ted.com/talks/camille_seaman_haunting_photos_of_polar_ice,Camille Seaman,"['TED Fellows', 'art', 'glacier', 'global issues', 'photography', 'Antarctica']", 4:11,Haunting photos of polar ice,1198219
2648,2019-10-04,https://www.ted.com/talks/lucy_hone_the_three_secrets_of_resilient_people,Lucy Hone,"['Social Science', 'emotions', 'personal growth', 'death', 'life']",16:21,The three secrets of resilient people,1197648
2649,2020-09-16,https://www.ted.com/talks/liene_ozolina_why_do_we_blame_individuals_for_economic_crises,Liene Ozoliņa,"['inequality', 'policy', 'economics', 'society', 'TEDx']",14:02,Why do we blame individuals for economic crises?,1197568
2650,2019-01-08,https://www.ted.com/talks/brooke_buddemeier_and_jessica_s_wieder_can_you_survive_nuclear_fallout,Brooke Buddemeier and Jessica S. Wieder,"['TED-Ed', 'war', 'animation', 'science', 'nuclear weapons', 'history', 'invention']", 5:03,Can you survive nuclear fallout?,1195700
2651,2017-08-22,https://www.ted.com/talks/iyad_rahwan_what_moral_decisions_should_driverless_cars_make,Iyad Rahwan,"['AI', 'driverless cars', 'law', 'innovation', 'morality', 'technology']",13:35,What moral decisions should driverless cars make?,1194509
2652,2012-06-14,https://www.ted.com/talks/sarah_parcak_archaeology_from_space,Sarah Parcak,"['Egypt', 'TED Fellows', 'exploration', 'history', 'science', 'space', 'technology', 'ancient world', 'Africa', 'collaboration', 'innovation', 'anthropology', 'computers', 'NASA', 'geology', 'archaeology']", 5:20,Archaeology from space,1193946
2653,2017-02-24,https://www.ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism,Stacy Smith,"['activism', 'art', 'business', 'communication', 'film', 'data', 'inequality', 'movies', 'women', 'society', 'social change', 'entertainment']",15:44,The data behind Hollywood's sexism,1192570
2654,2012-11-29,https://www.ted.com/talks/munir_virani_why_i_love_vultures,Munir Virani,"['adventure', 'animals', 'biology', 'birds', 'nature', 'science', 'ecology', 'environment', 'bacteria', 'history', 'conservation', 'Egypt', 'biodiversity', 'pollution', 'Africa', 'wind energy']", 6:41,Why I love vultures,1192007
2655,,https://www.ted.com/talks/mechai_viravaidya_how_mr_condom_made_thailand_a_better_place_for_life_and_love,Mechai Viravaidya,[],13:50,How Mr. Condom made Thailand a better place for life and love,
2656,2017-09-19,https://www.ted.com/talks/duarte_geraldino_what_we_re_missing_in_the_debate_about_immigration,Duarte Geraldino,"['immigration', 'journalism', 'United States', 'TED Residency', 'community', 'family', 'society', 'social change']", 7:56,What we're missing in the debate about immigration,1190544
2657,2014-09-19,https://www.ted.com/talks/antonio_donato_nobre_the_magic_of_the_amazon_a_river_that_flows_invisibly_all_around_us,Antonio Donato Nobre,"['TEDx', 'climate change', 'nature', 'trees', 'rivers', 'global commons', 'indigenous peoples']",21:35,The magic of the Amazon: A river that flows invisibly all around us,1190149
2658,2015-07-02,https://www.ted.com/talks/gayle_tzemach_lemmon_meet_the_women_fighting_on_the_front_lines_of_an_american_war,Gayle Tzemach Lemmon,"['peace', 'war', 'women']",11:25,Meet the women fighting on the front lines of an American war,1189596
2659,2011-10-18,https://www.ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid,Justin Hall-Tipping,"['energy', 'entrepreneur', 'environment', 'science', 'technology', 'electricity']",12:45,Freeing energy from the grid,1189568
2660,2020-01-24,https://www.ted.com/talks/michael_r_stiff_why_is_cotton_in_everything,Michael R. Stiff,"['TED-Ed', 'history', 'animation', 'farming', 'climate change', 'agriculture', 'science']", 4:33,Why is cotton in everything?,1188431
2661,2017-12-13,https://www.ted.com/talks/kamau_gachigi_success_stories_from_kenya_s_first_makerspace,Kamau Gachigi,"['Africa', 'entrepreneur', 'collaboration', 'business', 'creativity', 'innovation', 'invention', 'product design', 'technology']",13:19,Success stories from Kenya's first makerspace,1188159
2662,2018-05-15,https://www.ted.com/talks/rola_hallam_the_doctors_nurses_and_aid_workers_rebuilding_syria,Rola Hallam,"['TED Fellows', 'health', 'Syria', 'violence', 'health care', 'medicine', 'humanity', 'war', 'society', 'social change', 'crowdsourcing', 'entrepreneur']", 7:07,"The doctors, nurses and aid workers rebuilding Syria",1187940
2663,2019-02-15,https://www.ted.com/talks/elizabeth_hellmuth_margulis_why_we_love_repetition_in_music,Elizabeth Hellmuth Margulis,"['consciousness', 'psychology', 'music', 'TED-Ed', 'animation', 'hearing', 'brain']", 4:16,Why we love repetition in music,1187279
2664,2015-07-16,https://www.ted.com/talks/salvatore_iaconesi_what_happened_when_i_open_sourced_my_brain_cancer,Salvatore Iaconesi,"['TED Fellows', 'art', 'brain', 'cancer', 'science', 'open-source', 'health', 'empathy', 'community', 'Internet']",10:52,What happened when I open-sourced my brain cancer,1187035
2665,2020-02-13,https://www.ted.com/talks/tim_adams_an_antihero_of_one_s_own,Tim Adams,"['literature', 'TED-Ed', 'education', 'animation', 'storytelling']", 3:59,An antihero of one's own,1186883
2666,2020-04-27,https://www.ted.com/talks/stefan_c_dombrowski_the_dark_history_of_iq_tests,Stefan C. Dombrowski,"['TED-Ed', 'education', 'history', 'animation', 'intelligence', 'testing', 'psychology', 'brain']", 5:46,The dark history of IQ tests,1185343
2667,2013-05-08,https://www.ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher,Pearl Arredondo,"['children', 'education', 'teaching']", 8:03,"My story, from gangland daughter to star teacher",1184898
2668,,https://www.ted.com/talks/keller_rinaudo_a_mini_robot_powered_by_your_phone,Keller Rinaudo,[], 5:50,A mini robot — powered by your phone,
2669,2010-11-18,https://www.ted.com/talks/john_hardy_my_green_school_dream,John Hardy,"['culture', 'design', 'education', 'green']",13:35,My green school dream,1184271
2670,2016-09-22,https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here,Sebastian Kraves,"['biology', 'cancer', 'biotech', 'agriculture', 'disease', 'DNA', 'farming', 'forensics', 'future', 'innovation', 'molecular biology', 'nature', 'science', 'technology', 'Vaccines']",13:04,The era of personal DNA testing is here,1184094
2671,2017-08-29,https://www.ted.com/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages,Tara Winkler,"['activism', 'family', 'children', 'poverty', 'social change', 'TEDx']",13:11,Why we need to end the era of orphanages,1184071
2672,2018-05-03,https://www.ted.com/talks/tania_douglas_to_design_better_tech_understand_context,Tania Douglas,"['invention', 'Africa', 'engineering', 'innovation', 'technology', 'medicine', 'health', 'health care']", 8:34,"To design better tech, understand context",1183503
2673,2016-01-07,https://www.ted.com/talks/david_sedlak_4_ways_we_can_avoid_a_catastrophic_drought,David Sedlak,"['TEDx', 'chemistry', 'climate change', 'design', 'engineering', 'environment', 'future', 'global issues', 'industrial design', 'innovation', 'public health', 'sustainability', 'urban planning', 'water', 'population', 'infrastructure']",13:37,4 ways we can avoid a catastrophic drought,1182417
2674,2018-05-02,https://www.ted.com/talks/laura_l_dunn_it_s_time_for_the_law_to_protect_victims_of_gender_violence,Laura L. Dunn,"['sexual violence', 'TED Fellows', 'law', 'gender', 'gender equality', 'society', 'social change', 'government', 'justice system', 'United States']", 6:13,It's time for the law to protect victims of gender violence,1182304
2675,2017-09-11,https://www.ted.com/talks/caitlin_quattromani_and_lauran_arledge_how_our_friendship_survives_our_opposing_politics,Caitlin Quattromani and Lauran Arledge,"['communication', 'friendship', 'politics', 'society', 'TEDx']",14:25,How our friendship survives our opposing politics,1181663
2676,2018-02-02,https://www.ted.com/talks/stuart_duncan_how_i_use_minecraft_to_help_kids_with_autism,Stuart Duncan,"['gaming', 'TEDx', 'children', 'Autism spectrum disorder', 'parenting']",10:56,How I use Minecraft to help kids with autism,1181647
2677,2018-03-30,https://www.ted.com/talks/judith_heumann_our_fight_for_disability_rights_and_why_we_re_not_done_yet,Judith Heumann,"['activism', 'education', 'disability', 'community', 'humanity', 'identity', 'personal growth', 'leadership', 'social change', 'society', 'TEDx']",17:10,Our fight for disability rights — and why we're not done yet,1180803
2678,2018-01-05,https://www.ted.com/talks/stewart_brand_and_chris_anderson_mammoths_resurrected_geoengineering_and_other_thoughts_from_a_futurist,Stewart Brand and Chris Anderson,"['future', 'green', 'space', 'deextinction', 'humanity', 'environment', 'science']",30:31,"Mammoths resurrected, geoengineering and other thoughts from a futurist",1180707
2679,2016-12-09,https://www.ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family,Veerle Provoost,"['bioethics', 'communication', 'family', 'creativity', 'children', 'humanity', 'identity', 'genetics', 'parenting', 'TEDx', 'biology']",12:26,Do kids think of sperm donors as family?,1180680
2680,2020-07-22,https://www.ted.com/talks/matt_walker_how_caffeine_and_alcohol_affect_your_sleep,Matt Walker,"['sleep', 'science', 'health', 'human body']", 4:54,How caffeine and alcohol affect your sleep,1180406
2681,2018-03-15,https://www.ted.com/talks/michael_bierut_the_genius_of_the_london_tube_map,Michael Bierut,"['design', 'map', 'transportation', 'history']", 3:14,The genius of the London Tube Map,1179748
2682,2012-02-04,https://www.ted.com/talks/mike_degruy_hooked_by_an_octopus,Mike deGruy,"['entertainment', 'film', 'fish', 'global issues', 'oceans', 'science', 'submarine', 'science and art', 'ecology', 'biodiversity', 'adventure', 'biology', 'environment', 'exploration', 'evolution', 'climate change', 'pollution', 'nature', 'activism', 'animals']",18:12,Hooked by an octopus,1179677
2683,2018-02-20,https://www.ted.com/talks/margaret_mitchell_how_we_can_build_ai_to_help_humans_not_hurt_us,Margaret Mitchell,"['algorithm', 'AI', 'communication', 'collaboration', 'innovation', 'intelligence', 'society', 'computers', 'Google']", 9:56,"How we can build AI to help humans, not hurt us",1179634
2684,2010-12-31,https://www.ted.com/talks/barry_schwartz_using_our_practical_wisdom,Barry Schwartz,"['culture', 'global issues', 'happiness', 'philosophy', 'self']",23:07,Using our practical wisdom,1177717
2685,2014-08-18,https://www.ted.com/talks/tim_berners_lee_a_magna_carta_for_the_web,Tim Berners-Lee,"['Internet', 'global issues', 'open-source', 'web']", 6:43,A Magna Carta for the web,1177616
2686,2010-06-04,https://www.ted.com/talks/adam_sadowsky_how_to_engineer_a_viral_music_video,Adam Sadowsky,"['TEDx', 'engineering', 'entertainment', 'music', 'physics']",14:28,How to engineer a viral music video,1177599
2687,2009-10-29,https://www.ted.com/talks/marcus_du_sautoy_symmetry_reality_s_riddle,Marcus du Sautoy,"['architecture', 'art', 'beauty', 'math', 'physics', 'universe']",18:19,"Symmetry, reality's riddle",1177466
2688,2016-02-05,https://www.ted.com/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion,Matthew Williams,"['bullying', 'community', 'disability', 'health', 'sports', 'identity', 'inequality', 'motivation', 'personal growth', 'play', 'potential', 'self', 'TEDx', 'social change']",14:12,Special Olympics let me be myself — a champion,1177181
2689,2015-10-16,https://www.ted.com/talks/meklit_hadero_the_unexpected_beauty_of_everyday_sounds,Meklit Hadero,"['TED Fellows', 'art', 'creativity', 'culture', 'language', 'music', 'nature', 'sound', 'live music', 'entertainment']",13:03,The unexpected beauty of everyday sounds,1176693
2690,2010-09-28,https://www.ted.com/talks/sebastian_seung_i_am_my_connectome,Sebastian Seung,"['brain', 'mind', 'science', 'technology']",19:25,I am my connectome,1176517
2691,2012-10-09,https://www.ted.com/talks/john_maeda_how_art_technology_and_design_inform_creative_leaders,John Maeda,"['Internet', 'art', 'computers', 'creativity', 'design', 'humor', 'leadership', 'technology']",16:41,"How art, technology and design inform creative leaders",1176389
2692,,https://www.ted.com/talks/eric_garcetti_how_city_mayors_are_taking_action_on_climate_change,Eric Garcetti,[],28:56,How city mayors are taking action on climate change,
2693,2011-11-04,https://www.ted.com/talks/marco_tempest_augmented_reality_techno_magic,Marco Tempest,"['entertainment', 'magic', 'technology']", 5:44,"Augmented reality, techno-magic",1176164
2694,2020-02-28,https://www.ted.com/talks/anna_post_how_to_set_the_table,Anna Post,"['animation', 'TED-Ed', 'education', 'history', 'food']", 3:11,How to set the table,1176047
2695,2017-10-24,https://www.ted.com/talks/naomi_mcdougall_jones_what_it_s_like_to_be_a_woman_in_hollywood,Naomi McDougall Jones,"['activism', 'creativity', 'business', 'gender equality', 'culture', 'social change', 'movies', 'storytelling', 'society', 'women', 'TEDx']",17:00,What it's like to be a woman in Hollywood,1174232
2696,2013-07-15,https://www.ted.com/talks/bernie_krause_the_voice_of_the_natural_world,Bernie Krause,"['animals', 'nature', 'sound']",14:48,The voice of the natural world,1173251
2697,2018-01-17,https://www.ted.com/talks/scott_williams_the_hidden_role_informal_caregivers_play_in_health_care,Scott Williams,"['health care', 'illness', 'humanity', 'health', 'personal growth', 'society']", 9:30,The hidden role informal caregivers play in health care,1172486
2698,2018-03-19,https://www.ted.com/talks/chris_nowinski_can_i_have_your_brain_the_quest_for_truth_on_concussions_and_cte,Chris Nowinski,"['health', 'TEDx', 'activism', 'human body', 'education', 'science', 'brain', 'social change', 'sports']",11:20,Can I have your brain? The quest for truth on concussions and CTE,1171567
2699,,https://www.ted.com/talks/alex_gendler_the_egyptian_myth_of_the_death_of_osiris,Alex Gendler,[], 3:56,The Egyptian myth of the death of Osiris,
2700,2007-07-08,https://www.ted.com/talks/jonathan_harris_the_web_s_secret_stories,Jonathan Harris,"['design', 'entertainment', 'global issues', 'software', 'technology']",17:10,The Web's secret stories,1171004
2701,2017-09-26,https://www.ted.com/talks/nabila_alibhai_why_people_of_different_faiths_are_painting_their_houses_of_worship_yellow,Nabila Alibhai,"['activism', 'art', 'painting', 'community', 'religion', 'social change', 'society', 'terrorism', 'faith']",11:51,Why people of different faiths are painting their houses of worship yellow,1170702
2702,2019-12-18,https://www.ted.com/talks/katherine_hampsten_how_miscommunication_happens_and_how_to_avoid_it,Katherine Hampsten,"['collaboration', 'consciousness', 'communication', 'education', 'TED-Ed', 'animation', 'psychology', 'business']", 4:17,How miscommunication happens (and how to avoid it),1170206
2703,2019-04-12,https://www.ted.com/talks/renee_hlozek_the_death_of_the_universe,Renée Hlozek,"['universe', 'animation', 'death', 'TED-Ed', 'space', 'energy', 'dark matter', 'science']", 4:20,The death of the universe,1170141
2704,2017-09-19,https://www.ted.com/talks/oluf_mi_taiwo_why_africa_must_become_a_center_of_knowledge_again,Olúfẹ́mi Táíwò,"['Africa', 'history', 'library', 'leadership', 'agriculture', 'resources', 'philosophy', 'society', 'rivers', 'water']",13:30,Why Africa must become a center of knowledge again,1170120
2705,2017-09-05,https://www.ted.com/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs,Daan Roosegaarde,"['architecture', 'environment', 'art', 'creativity', 'cities', 'future', 'invention', 'product design', 'innovation', 'design', 'public spaces', 'technology', 'sustainability']",12:18,A smog vacuum cleaner and other magical city designs,1169635
2706,2018-03-27,https://www.ted.com/talks/mennat_el_ghalid_how_fungi_recognize_and_infect_plants,Mennat El Ghalid,"['TED Fellows', 'fungi', 'science', 'nature', 'biology', 'communication', 'biodiversity', 'plants']", 4:36,How fungi recognize (and infect) plants,1169575
2707,2018-05-08,https://www.ted.com/talks/sarah_murray_a_playful_solution_to_the_housing_crisis,Sarah Murray,"['architecture', 'gaming', 'homelessness', 'business', 'design', 'urban planning', 'entrepreneur']",10:41,A playful solution to the housing crisis,1169406
2708,2015-02-19,https://www.ted.com/talks/angelo_vermeulen_how_to_go_to_space_without_having_to_go_to_space,Angelo Vermeulen,"['TED Fellows', 'architecture', 'design', 'science', 'space', 'NASA', 'science and art', 'psychology', 'food', 'crowdsourcing', 'collaboration', 'technology', 'sustainability', 'engineering', 'future', 'innovation']", 7:04,"How to go to space, without having to go to space",1168933
2709,2017-03-23,https://www.ted.com/talks/simon_anholt_who_would_the_rest_of_the_world_vote_for_in_your_country_s_election,Simon Anholt,"['collaboration', 'communication', 'community', 'democracy', 'Foreign Policy', 'global issues', 'economics', 'future', 'government', 'history', 'innovation', 'policy', 'social change', 'politics', 'society', 'TEDx', 'world cultures']",14:55,Who would the rest of the world vote for in your country's election?,1168321
2710,2007-05-27,https://www.ted.com/talks/john_doerr_salvation_and_profit_in_greentech,John Doerr,"['climate change', 'environment', 'global issues', 'green', 'investment', 'sustainability', 'technology']",17:52,Salvation (and profit) in greentech,1168293
2711,2015-05-26,https://www.ted.com/talks/jeffrey_brown_how_we_cut_youth_violence_in_boston_by_79_percent,Jeffrey Brown,"['faith', 'peace', 'social change', 'violence', 'youth', 'narcotics', 'crime']",18:03,How we cut youth violence in Boston by 79 percent,1167532
2712,2013-10-31,https://www.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home,Holly Morris,"['adventure', 'disaster relief', 'nuclear energy']", 8:51,Why stay in Chernobyl? Because it's home.,1167468
2713,2016-06-02,https://www.ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning,Norman Lear,"['social change', 'creativity', 'communication', 'entertainment', 'activism', 'family', 'interview', 'motivation', 'television']",19:46,An entertainment icon on living a life of meaning,1166103
2714,2012-09-11,https://www.ted.com/talks/vikram_patel_mental_health_for_all_by_involving_all,Vikram Patel,"['depression', 'global issues', 'health', 'mental health', 'public health']",12:22,Mental health for all by involving all,1165460
2715,2017-04-12,https://www.ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator,Todd Scott,"['society', 'heart health', 'health', 'teaching', 'entertainment', 'TEDNYC']", 5:22,An intergalactic guide to using a defibrillator,1164001
2716,2017-09-28,https://www.ted.com/talks/anna_heringer_the_warmth_and_wisdom_of_mud_buildings,Anna Heringer,"['architecture', 'design', 'engineering', 'sustainability', 'environment', 'materials']",13:01,The warmth and wisdom of mud buildings,1163598
2717,2014-12-02,https://www.ted.com/talks/ben_saunders_to_the_south_pole_and_back_the_hardest_105_days_of_my_life,Ben Saunders,"['adventure', 'exploration', 'extreme sports', 'personal growth', 'potential', 'Antarctica']",17:04,To the South Pole and back — the hardest 105 days of my life,1163360
2718,2020-02-07,https://www.ted.com/talks/alex_gendler_everything_changed_when_the_fire_crystal_got_stolen,Alex Gendler,"['TED-Ed', 'animation', 'education', 'math']", 3:46,Everything changed when the fire crystal got stolen,1162706
2719,2014-12-01,https://www.ted.com/talks/oren_yakobovich_hidden_cameras_that_film_injustice_in_the_world_s_most_dangerous_places,Oren Yakobovich,"['activism', 'film', 'global issues', 'online video', 'social change']",14:35,Hidden cameras that film injustice in the world’s most dangerous places,1161477
2720,2018-09-18,https://www.ted.com/talks/scott_peeples_why_should_you_read_edgar_allan_poe,Scott Peeples,"['TED-Ed', 'literature', 'education', 'novel', 'writing', 'books', 'book', 'history']", 4:53,Why should you read Edgar Allan Poe?,1161345
2721,2007-09-18,https://www.ted.com/talks/zeresenay_alemseged_the_search_for_humanity_s_roots,Zeresenay Alemseged,"['Africa', 'anthropology', 'exploration', 'global issues', 'human origins', 'humanity', 'paleontology', 'science']",15:51,The search for humanity's roots,1161194
2722,2016-09-23,https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights,Rebecca MacKinnon,"['communication', 'global issues', 'Internet', 'Middle East', 'privacy', 'protests', 'democracy', 'security', 'social media', 'society', 'technology', 'terrorism', 'violence', 'war', 'web', 'surveillance', 'encryption']",11:56,We can fight terror without sacrificing our rights,1160702
2723,2014-10-17,https://www.ted.com/talks/kitra_cahana_my_father_locked_in_his_body_but_soaring_free,Kitra Cahana,"['TED Fellows', 'health', 'love', 'medicine', 'photography', 'religion']",12:38,"My father, locked in his body but soaring free",1160305
2724,2014-05-27,https://www.ted.com/talks/jon_mooallem_how_the_teddy_bear_taught_us_compassion,Jon Mooallem,"['environment', 'nature']",14:16,How the teddy bear taught us compassion,1160199
2725,2017-12-19,https://www.ted.com/talks/yvette_alberdingk_thijm_the_power_of_citizen_video_to_create_undeniable_truths,Yvette Alberdingk Thijm,"['activism', 'collaboration', 'corruption', 'communication', 'inequality', 'online video', 'film', 'society', 'TEDx', 'social change']",12:30,The power of citizen video to create undeniable truths,1159461
2726,2014-06-12,https://www.ted.com/talks/uri_alon_why_science_demands_a_leap_into_the_unknown,Uri Alon,"['creativity', 'science', 'theater', 'science and art', 'teaching', 'social change', 'medical research']",15:52,Why science demands a leap into the unknown,1158801
2727,2012-01-05,https://www.ted.com/talks/paddy_ashdown_the_global_power_shift,Paddy Ashdown,"['Europe', 'Foreign Policy', 'TEDx', 'global issues', 'politics', 'world cultures']",18:29,The global power shift,1158564
2728,2014-10-27,https://www.ted.com/talks/kimberley_motley_how_i_defend_the_rule_of_law,Kimberley Motley,"['crime', 'global issues', 'law', 'women']",15:26,How I defend the rule of law,1157534
2729,2014-04-04,https://www.ted.com/talks/lawrence_lessig_the_unstoppable_walk_to_political_reform,Lawrence Lessig,"['corruption', 'democracy', 'government', 'politics']",13:44,The unstoppable walk to political reform,1157333
2730,2008-09-05,https://www.ted.com/talks/jonathan_drori_what_we_think_we_know,Jonathan Drori,"['education', 'illusion', 'media', 'science', 'technology']",12:28,What we think we know,1157223
2731,2012-09-28,https://www.ted.com/talks/bahia_shehab_a_thousand_times_no,Bahia Shehab,"['Egypt', 'Middle East', 'TED Fellows', 'protests', 'world cultures', 'art']", 5:56,A thousand times no,1157151
2732,,https://www.ted.com/talks/khulan_batkhuyag_the_ancient_earth_friendly_wisdom_of_mongolian_nomads,Khulan Batkhuyag,[],11:30,"The ancient, earth-friendly wisdom of Mongolian nomads",
2733,2015-02-09,https://www.ted.com/talks/jaap_de_roode_how_butterflies_self_medicate,Jaap de Roode,"['TEDYouth', 'biology', 'insects', 'science', 'medicine', 'disease', 'animals', 'biomimicry', 'medical research', 'health', 'microbes', 'plants', 'microbiology']", 6:15,How butterflies self-medicate,1156765
2734,2020-03-27,https://www.ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change,Hindou Oumarou Ibrahim,"['indigenous peoples', 'climate change', 'science', 'environment', 'nature', 'activism']",13:00,Indigenous knowledge meets science to take on climate change,1156653
2735,2013-03-15,https://www.ted.com/talks/catarina_mota_play_with_smart_materials,Catarina Mota,"['TED Fellows', 'creativity', 'design', 'technology', 'manufacturing', 'science']", 9:55,Play with smart materials,1156431
2736,2020-10-10,https://www.ted.com/talks/prince_william_this_decade_calls_for_earthshots_to_repair_our_planet,Prince William,"['environment', 'innovation', 'climate change', 'nature', 'Countdown', 'leadership', 'social change', 'technology', 'conservation', 'sustainability']", 7:13,This decade calls for Earthshots to repair our planet,1156533
2737,2009-06-15,https://www.ted.com/talks/jane_poynter_life_in_biosphere_2,Jane Poynter,"['TEDx', 'adventure', 'biotech', 'climate change', 'environment', 'space', 'ecology']",15:53,Life in Biosphere 2,1156294
2738,2009-03-31,https://www.ted.com/talks/jacek_utko_can_design_save_newspapers,Jacek Utko,"['business', 'creativity', 'culture', 'design', 'media', 'typography']", 6:04,Can design save newspapers?,1156205
2739,2015-08-27,https://www.ted.com/talks/robin_murphy_these_robots_come_to_the_rescue_after_a_disaster,Robin Murphy,"['disaster relief', 'engineering', 'natural disaster', 'robots', 'technology']", 8:59,These robots come to the rescue after a disaster,1155798
2740,2006-10-02,https://www.ted.com/talks/eva_vertes_meet_the_future_of_cancer_research,Eva Vertes,"['cancer', 'disease', 'health', 'science', 'technology', 'wunderkind']",18:49,Meet the future of cancer research,1155412
2741,2020-08-11,https://www.ted.com/talks/dan_katz_can_you_solve_the_cheating_royal_riddle,Dan Katz,"['TED-Ed', 'animation', 'math', 'education']", 5:10,Can you solve the cheating royal riddle?,1155042
2742,2014-02-12,https://www.ted.com/talks/chris_mcknett_the_investment_logic_for_sustainability,Chris McKnett,"['business', 'finance', 'investment', 'sustainability']",12:19,The investment logic for sustainability,1154096
2743,2013-07-29,https://www.ted.com/talks/bastian_schaefer_a_3d_printed_jumbo_jet,Bastian Schaefer,"['design', 'flight', 'industrial design', 'transportation', 'manufacturing']", 5:58,A 3D-printed jumbo jet?,1153465
2744,2013-08-15,https://www.ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory,Steve Ramirez and Xu Liu,"['TEDx', 'animals', 'memory', 'neuroscience']",15:25,A mouse. A laser beam. A manipulated memory.,1152318
2745,2012-03-13,https://www.ted.com/talks/david_gallo_deep_ocean_mysteries_and_wonders,David Gallo,"['TED-Ed', 'biology', 'deextinction', 'exploration', 'science', 'oceans', 'submarine', 'environment', 'ecology', 'marine biology']", 8:27,Deep ocean mysteries and wonders,1151811
